instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,is_hourly,hr
1815,2011-03-21,2,0,3,0,1,1,2,0.3,0.2727,0.87,0.4179,3.0,95,98.0,1,8.0
1816,2011-03-21,2,0,3,0,1,1,2,0.34,0.303,0.81,0.3284,12.0,115,127.0,1,9.0
1817,2011-03-21,2,0,3,0,1,1,2,0.38,0.3939,0.76,0.3881,17.0,45,62.0,1,10.0
1818,2011-03-21,2,0,3,0,1,1,2,0.42,0.4242,0.71,0.2985,32.0,47,79.0,1,11.0
1819,2011-03-21,2,0,3,0,1,1,2,0.44,0.4394,0.77,0.2537,25.0,56,81.0,1,12.0
1820,2011-03-21,2,0,3,0,1,1,2,0.5,0.4848,0.63,0.2239,35.0,77,112.0,1,13.0
1821,2011-03-21,2,0,3,0,1,1,2,0.54,0.5152,0.64,0.2239,36.0,65,101.0,1,14.0
1822,2011-03-21,2,0,3,0,1,1,2,0.56,0.5303,0.6,0.2239,41.0,66,107.0,1,15.0
1823,2011-03-21,2,0,3,0,1,1,2,0.54,0.5152,0.64,0.2836,29.0,112,141.0,1,16.0
1824,2011-03-21,2,0,3,0,1,1,2,0.54,0.5152,0.64,0.2537,41.0,231,272.0,1,17.0
1825,2011-03-21,2,0,3,0,1,1,2,0.52,0.5,0.72,0.2239,44.0,232,276.0,1,18.0
1826,2011-03-21,2,0,3,0,1,1,1,0.58,0.5455,0.6,0.4179,22.0,199,221.0,1,19.0
1827,2011-03-21,2,0,3,0,1,1,1,0.56,0.5303,0.64,0.194,16.0,106,122.0,1,20.0
1828,2011-03-21,2,0,3,0,1,1,1,0.46,0.4545,0.94,0.194,12.0,79,91.0,1,21.0
1829,2011-03-21,2,0,3,0,1,1,1,0.46,0.4545,0.88,0.2239,18.0,60,78.0,1,22.0
1830,2011-03-21,2,0,3,0,1,1,1,0.46,0.4545,0.88,0.0896,8.0,22,30.0,1,23.0
1831,2011-03-22,2,0,3,0,2,1,1,0.46,0.4545,0.88,0.194,4.0,7,11.0,1,0.0
1832,2011-03-22,2,0,3,0,2,1,1,0.42,0.4242,1.0,0.1343,6.0,13,19.0,1,1.0
1833,2011-03-22,2,0,3,0,2,1,1,0.44,0.4394,0.94,0.0896,0.0,1,1.0,1,2.0
1834,2011-03-22,2,0,3,0,2,1,1,0.44,0.4394,0.82,0.2239,3.0,2,5.0,1,3.0
1835,2011-03-22,2,0,3,0,2,1,2,0.42,0.4242,0.82,0.1642,0.0,1,1.0,1,4.0
1836,2011-03-22,2,0,3,0,2,1,2,0.4,0.4091,0.87,0.1343,1.0,11,12.0,1,5.0
1837,2011-03-22,2,0,3,0,2,1,1,0.4,0.4091,0.87,0.2537,2.0,58,60.0,1,6.0
1838,2011-03-22,2,0,3,0,2,1,2,0.4,0.4091,0.76,0.1045,4.0,132,136.0,1,7.0
1839,2011-03-22,2,0,3,0,2,1,2,0.4,0.4091,0.58,0.2985,24.0,312,336.0,1,8.0
1840,2011-03-22,2,0,3,0,2,1,2,0.4,0.4091,0.58,0.4627,19.0,159,178.0,1,9.0
1841,2011-03-22,2,0,3,0,2,1,2,0.44,0.4394,0.54,0.2985,29.0,95,124.0,1,10.0
1842,2011-03-22,2,0,3,0,2,1,1,0.44,0.4394,0.51,0.3284,22.0,64,86.0,1,11.0
1843,2011-03-22,2,0,3,0,2,1,1,0.46,0.4545,0.47,0.2537,35.0,86,121.0,1,12.0
1844,2011-03-22,2,0,3,0,2,1,1,0.5,0.4848,0.45,0.2239,21.0,85,106.0,1,13.0
1845,2011-03-22,2,0,3,0,2,1,1,0.5,0.4848,0.42,0.3284,30.0,71,101.0,1,14.0
1846,2011-03-22,2,0,3,0,2,1,1,0.5,0.4848,0.42,0.2239,55.0,79,134.0,1,15.0
1847,2011-03-22,2,0,3,0,2,1,1,0.5,0.4848,0.42,0.1045,40.0,125,165.0,1,16.0
1848,2011-03-22,2,0,3,0,2,1,1,0.5,0.4848,0.42,0.1045,42.0,265,307.0,1,17.0
1849,2011-03-22,2,0,3,0,2,1,1,0.48,0.4697,0.44,0.0896,41.0,271,312.0,1,18.0
1850,2011-03-22,2,0,3,0,2,1,2,0.44,0.4394,0.54,0.2537,22.0,142,164.0,1,19.0
1851,2011-03-22,2,0,3,0,2,1,2,0.44,0.4394,0.54,0.3582,19.0,116,135.0,1,20.0
1852,2011-03-22,2,0,3,0,2,1,2,0.42,0.4242,0.54,0.2836,24.0,63,87.0,1,21.0
1853,2011-03-22,2,0,3,0,2,1,2,0.4,0.4091,0.58,0.2537,13.0,57,70.0,1,22.0
1854,2011-03-22,2,0,3,0,2,1,2,0.4,0.4091,0.58,0.2537,4.0,28,32.0,1,23.0
1855,2011-03-23,2,0,3,0,3,1,3,0.36,0.3485,0.71,0.2239,3.0,8,11.0,1,0.0
1856,2011-03-23,2,0,3,0,3,1,3,0.34,0.3182,0.76,0.2239,0.0,7,7.0,1,1.0
1857,2011-03-23,2,0,3,0,3,1,3,0.34,0.3182,0.76,0.2239,1.0,1,2.0,1,2.0
1858,2011-03-23,2,0,3,0,3,1,2,0.34,0.3182,0.76,0.2537,0.0,3,3.0,1,3.0
1859,2011-03-23,2,0,3,0,3,1,3,0.32,0.3182,0.87,0.194,0.0,10,10.0,1,5.0
1860,2011-03-23,2,0,3,0,3,1,2,0.34,0.3182,0.87,0.2537,1.0,43,44.0,1,6.0
1861,2011-03-23,2,0,3,0,3,1,2,0.32,0.303,0.93,0.2239,7.0,111,118.0,1,7.0
1862,2011-03-23,2,0,3,0,3,1,2,0.32,0.3182,0.87,0.194,14.0,247,261.0,1,8.0
1863,2011-03-23,2,0,3,0,3,1,2,0.32,0.303,0.81,0.2537,8.0,174,182.0,1,9.0
1864,2011-03-23,2,0,3,0,3,1,2,0.34,0.3182,0.81,0.2836,15.0,60,75.0,1,10.0
1865,2011-03-23,2,0,3,0,3,1,2,0.34,0.3333,0.87,0.194,18.0,53,71.0,1,11.0
1866,2011-03-23,2,0,3,0,3,1,2,0.34,0.3182,0.87,0.2239,14.0,73,87.0,1,12.0
1867,2011-03-23,2,0,3,0,3,1,3,0.34,0.3333,0.87,0.1343,14.0,94,108.0,1,13.0
1868,2011-03-23,2,0,3,0,3,1,2,0.36,0.3636,0.87,0.1045,13.0,71,84.0,1,14.0
1869,2011-03-23,2,0,3,0,3,1,2,0.38,0.3939,0.82,0.2239,11.0,74,85.0,1,15.0
1870,2011-03-23,2,0,3,0,3,1,2,0.4,0.4091,0.76,0.2239,13.0,123,136.0,1,16.0
1871,2011-03-23,2,0,3,0,3,1,2,0.4,0.4091,0.76,0.2239,28.0,245,273.0,1,17.0
1872,2011-03-23,2,0,3,0,3,1,3,0.38,0.3939,0.82,0.2537,20.0,218,238.0,1,18.0
1873,2011-03-23,2,0,3,0,3,1,3,0.38,0.3939,0.82,0.2537,12.0,147,159.0,1,19.0
1874,2011-03-23,2,0,3,0,3,1,3,0.36,0.303,0.87,0.4775,3.0,72,75.0,1,20.0
1875,2011-03-23,2,0,3,0,3,1,3,0.32,0.2879,1.0,0.4179,0.0,22,22.0,1,21.0
1876,2011-03-23,2,0,3,0,3,1,2,0.32,0.3182,0.93,0.1642,6.0,38,44.0,1,22.0
1877,2011-03-23,2,0,3,0,3,1,3,0.32,0.3333,0.9,0.0,2.0,24,26.0,1,23.0
1878,2011-03-24,2,0,3,0,4,1,2,0.32,0.303,0.93,0.2239,0.0,11,11.0,1,0.0
1879,2011-03-24,2,0,3,0,4,1,2,0.3,0.2879,1.0,0.2239,0.0,3,3.0,1,1.0
1880,2011-03-24,2,0,3,0,4,1,2,0.3,0.2879,1.0,0.2537,0.0,6,6.0,1,2.0
1881,2011-03-24,2,0,3,0,4,1,2,0.28,0.2727,1.0,0.194,1.0,0,1.0,1,3.0
1882,2011-03-24,2,0,3,0,4,1,2,0.28,0.2727,1.0,0.194,0.0,1,1.0,1,4.0
1883,2011-03-24,2,0,3,0,4,1,2,0.28,0.2727,0.93,0.2239,1.0,8,9.0,1,5.0
1884,2011-03-24,2,0,3,0,4,1,2,0.28,0.2727,0.93,0.2239,0.0,41,41.0,1,6.0
1885,2011-03-24,2,0,3,0,4,1,3,0.26,0.2576,1.0,0.2239,2.0,106,108.0,1,7.0
1886,2011-03-24,2,0,3,0,4,1,3,0.26,0.2273,1.0,0.2985,4.0,120,124.0,1,8.0
1887,2011-03-24,2,0,3,0,4,1,2,0.26,0.2576,0.93,0.2239,3.0,94,97.0,1,9.0
1888,2011-03-24,2,0,3,0,4,1,2,0.26,0.2273,0.93,0.3284,10.0,55,65.0,1,10.0
1889,2011-03-24,2,0,3,0,4,1,2,0.3,0.2727,0.81,0.2985,10.0,61,71.0,1,11.0
1890,2011-03-24,2,0,3,0,4,1,2,0.3,0.2727,0.7,0.3284,12.0,82,94.0,1,12.0
1891,2011-03-24,2,0,3,0,4,1,2,0.32,0.303,0.7,0.2239,11.0,90,101.0,1,13.0
1892,2011-03-24,2,0,3,0,4,1,2,0.3,0.303,0.7,0.1343,17.0,66,83.0,1,14.0
1893,2011-03-24,2,0,3,0,4,1,2,0.3,0.2879,0.7,0.2537,13.0,77,90.0,1,15.0
1894,2011-03-24,2,0,3,0,4,1,2,0.3,0.2879,0.65,0.2239,6.0,78,84.0,1,16.0
1895,2011-03-24,2,0,3,0,4,1,2,0.3,0.2879,0.7,0.2239,12.0,221,233.0,1,17.0
1896,2011-03-24,2,0,3,0,4,1,2,0.3,0.2727,0.61,0.2985,17.0,197,214.0,1,18.0
1897,2011-03-24,2,0,3,0,4,1,1,0.3,0.2727,0.56,0.3881,16.0,122,138.0,1,19.0
1898,2011-03-24,2,0,3,0,4,1,1,0.28,0.2576,0.61,0.2836,8.0,110,118.0,1,20.0
1899,2011-03-24,2,0,3,0,4,1,1,0.26,0.2576,0.65,0.2239,11.0,67,78.0,1,21.0
1900,2011-03-24,2,0,3,0,4,1,1,0.26,0.2576,0.65,0.1642,3.0,59,62.0,1,22.0
1901,2011-03-24,2,0,3,0,4,1,1,0.24,0.2273,0.65,0.194,9.0,24,33.0,1,23.0
1902,2011-03-25,2,0,3,0,5,1,1,0.24,0.2273,0.6,0.194,1.0,17,18.0,1,0.0
1903,2011-03-25,2,0,3,0,5,1,1,0.2,0.2121,0.69,0.1642,0.0,5,5.0,1,1.0
1904,2011-03-25,2,0,3,0,5,1,1,0.2,0.197,0.69,0.2239,0.0,5,5.0,1,2.0
1905,2011-03-25,2,0,3,0,5,1,1,0.2,0.2273,0.69,0.1045,0.0,2,2.0,1,3.0
1906,2011-03-25,2,0,3,0,5,1,1,0.18,0.2121,0.74,0.1045,3.0,2,5.0,1,4.0
1907,2011-03-25,2,0,3,0,5,1,1,0.18,0.197,0.74,0.1642,0.0,9,9.0,1,5.0
1908,2011-03-25,2,0,3,0,5,1,1,0.18,0.1818,0.74,0.2239,0.0,32,32.0,1,6.0
1909,2011-03-25,2,0,3,0,5,1,1,0.2,0.1818,0.59,0.3582,4.0,100,104.0,1,7.0
1910,2011-03-25,2,0,3,0,5,1,1,0.22,0.2121,0.51,0.2836,9.0,228,237.0,1,8.0
1911,2011-03-25,2,0,3,0,5,1,1,0.24,0.2121,0.48,0.2985,16.0,150,166.0,1,9.0
1912,2011-03-25,2,0,3,0,5,1,1,0.26,0.2576,0.48,0.0,15.0,53,68.0,1,10.0
1913,2011-03-25,2,0,3,0,5,1,1,0.3,0.2879,0.45,0.2836,17.0,58,75.0,1,11.0
1914,2011-03-25,2,0,3,0,5,1,1,0.32,0.303,0.42,0.2537,37.0,108,145.0,1,12.0
1915,2011-03-25,2,0,3,0,5,1,1,0.32,0.3182,0.39,0.194,34.0,104,138.0,1,13.0
1916,2011-03-25,2,0,3,0,5,1,1,0.36,0.3333,0.32,0.3284,30.0,103,133.0,1,14.0
1917,2011-03-25,2,0,3,0,5,1,2,0.34,0.3182,0.36,0.2537,43.0,79,122.0,1,15.0
1918,2011-03-25,2,0,3,0,5,1,2,0.34,0.303,0.34,0.2985,23.0,127,150.0,1,16.0
1919,2011-03-25,2,0,3,0,5,1,2,0.32,0.2879,0.36,0.3582,23.0,202,225.0,1,17.0
1920,2011-03-25,2,0,3,0,5,1,1,0.3,0.2879,0.39,0.2537,8.0,190,198.0,1,18.0
1921,2011-03-25,2,0,3,0,5,1,2,0.3,0.2879,0.36,0.2836,9.0,126,135.0,1,19.0
1922,2011-03-25,2,0,3,0,5,1,2,0.3,0.303,0.39,0.1343,6.0,75,81.0,1,20.0
1923,2011-03-25,2,0,3,0,5,1,2,0.3,0.303,0.39,0.1642,11.0,64,75.0,1,21.0
1924,2011-03-25,2,0,3,0,5,1,2,0.28,0.2576,0.38,0.3284,3.0,40,43.0,1,22.0
1925,2011-03-25,2,0,3,0,5,1,2,0.26,0.2424,0.38,0.2836,8.0,31,39.0,1,23.0
1926,2011-03-26,2,0,3,0,6,0,2,0.26,0.2424,0.38,0.2836,3.0,25,28.0,1,0.0
1927,2011-03-26,2,0,3,0,6,0,1,0.26,0.2273,0.38,0.2985,3.0,24,27.0,1,1.0
1928,2011-03-26,2,0,3,0,6,0,1,0.22,0.2121,0.44,0.2239,4.0,21,25.0,1,2.0
1929,2011-03-26,2,0,3,0,6,0,1,0.2,0.197,0.47,0.194,2.0,7,9.0,1,3.0
1930,2011-03-26,2,0,3,0,6,0,1,0.22,0.2121,0.44,0.2239,2.0,4,6.0,1,4.0
1931,2011-03-26,2,0,3,0,6,0,1,0.2,0.197,0.51,0.194,0.0,8,8.0,1,5.0
1932,2011-03-26,2,0,3,0,6,0,1,0.18,0.1818,0.55,0.194,2.0,8,10.0,1,6.0
1933,2011-03-26,2,0,3,0,6,0,1,0.2,0.197,0.51,0.194,18.0,23,41.0,1,7.0
1934,2011-03-26,2,0,3,0,6,0,1,0.22,0.2273,0.44,0.1343,24.0,42,66.0,1,8.0
1935,2011-03-26,2,0,3,0,6,0,1,0.24,0.2424,0.41,0.1343,32.0,68,100.0,1,9.0
1936,2011-03-26,2,0,3,0,6,0,1,0.26,0.2576,0.41,0.1642,32.0,93,125.0,1,10.0
1937,2011-03-26,2,0,3,0,6,0,1,0.28,0.2727,0.38,0.1642,75.0,93,168.0,1,11.0
1938,2011-03-26,2,0,3,0,6,0,1,0.3,0.2879,0.36,0.194,98.0,129,227.0,1,12.0
1939,2011-03-26,2,0,3,0,6,0,1,0.32,0.303,0.33,0.2239,94.0,145,239.0,1,13.0
1940,2011-03-26,2,0,3,0,6,0,1,0.34,0.3182,0.29,0.2239,93.0,123,216.0,1,14.0
1941,2011-03-26,2,0,3,0,6,0,1,0.34,0.3333,0.29,0.194,110.0,109,219.0,1,15.0
1942,2011-03-26,2,0,3,0,6,0,1,0.34,0.3333,0.23,0.194,114.0,130,248.0,1,16.0
1943,2011-03-26,2,0,3,0,6,0,1,0.32,0.303,0.24,0.2239,102.0,101,203.0,1,17.0
1944,2011-03-26,2,0,3,0,6,0,2,0.32,0.3182,0.21,0.1642,64.0,89,153.0,1,18.0
1945,2011-03-26,2,0,3,0,6,0,2,0.28,0.2727,0.45,0.2537,45.0,93,138.0,1,19.0
1946,2011-03-26,2,0,3,0,6,0,2,0.28,0.2727,0.45,0.2537,18.0,67,85.0,1,20.0
1947,2011-03-26,2,0,3,0,6,0,2,0.26,0.2576,0.44,0.194,15.0,36,51.0,1,21.0
1948,2011-03-26,2,0,3,0,6,0,2,0.28,0.2727,0.41,0.2239,17.0,46,63.0,1,22.0
1949,2011-03-26,2,0,3,0,6,0,2,0.26,0.2424,0.44,0.2836,10.0,31,41.0,1,23.0
1950,2011-03-27,2,0,3,0,0,0,2,0.26,0.2576,0.41,0.1642,5.0,26,31.0,1,0.0
1951,2011-03-27,2,0,3,0,0,0,2,0.24,0.2273,0.52,0.194,3.0,17,20.0,1,1.0
1952,2011-03-27,2,0,3,0,0,0,3,0.22,0.2273,0.55,0.194,6.0,15,21.0,1,2.0
1953,2011-03-27,2,0,3,0,0,0,3,0.2,0.197,0.69,0.2239,0.0,14,14.0,1,3.0
1954,2011-03-27,2,0,3,0,0,0,3,0.18,0.197,0.74,0.1642,1.0,5,6.0,1,4.0
1955,2011-03-27,2,0,3,0,0,0,3,0.16,0.1818,0.86,0.1343,0.0,2,2.0,1,6.0
1956,2011-03-27,2,0,3,0,0,0,3,0.16,0.1667,0.86,0.1642,0.0,7,7.0,1,7.0
1957,2011-03-27,2,0,3,0,0,0,1,0.2,0.197,0.69,0.2239,6.0,8,14.0,1,8.0
1958,2011-03-27,2,0,3,0,0,0,1,0.22,0.2273,0.55,0.1343,17.0,37,54.0,1,9.0
1959,2011-03-27,2,0,3,0,0,0,2,0.22,0.2121,0.55,0.2239,27.0,59,86.0,1,10.0
1960,2011-03-27,2,0,3,0,0,0,2,0.24,0.2424,0.48,0.1642,23.0,85,108.0,1,11.0
1961,2011-03-27,2,0,3,0,0,0,2,0.26,0.2576,0.44,0.2239,43.0,120,163.0,1,12.0
1962,2011-03-27,2,0,3,0,0,0,1,0.3,0.2879,0.39,0.2239,47.0,100,147.0,1,13.0
1963,2011-03-27,2,0,3,0,0,0,1,0.32,0.3182,0.36,0.1642,61.0,103,164.0,1,14.0
1964,2011-03-27,2,0,3,0,0,0,1,0.32,0.303,0.36,0.2836,61.0,111,172.0,1,15.0
1965,2011-03-27,2,0,3,0,0,0,1,0.34,0.3333,0.34,0.0,45.0,98,143.0,1,16.0
1966,2011-03-27,2,0,3,0,0,0,1,0.32,0.303,0.31,0.2537,50.0,109,159.0,1,17.0
1967,2011-03-27,2,0,3,0,0,0,1,0.3,0.2879,0.33,0.194,32.0,105,137.0,1,18.0
1968,2011-03-27,2,0,3,0,0,0,1,0.3,0.2879,0.31,0.2239,23.0,80,103.0,1,19.0
1969,2011-03-27,2,0,3,0,0,0,1,0.28,0.2727,0.36,0.1642,7.0,50,57.0,1,20.0
1970,2011-03-27,2,0,3,0,0,0,1,0.26,0.2576,0.41,0.1642,7.0,29,36.0,1,21.0
1971,2011-03-27,2,0,3,0,0,0,1,0.26,0.2576,0.41,0.1642,5.0,25,30.0,1,22.0
1972,2011-03-27,2,0,3,0,0,0,1,0.26,0.2576,0.44,0.194,3.0,16,19.0,1,23.0
1973,2011-03-28,2,0,3,0,1,1,1,0.22,0.2273,0.55,0.194,1.0,11,12.0,1,0.0
1974,2011-03-28,2,0,3,0,1,1,1,0.22,0.2273,0.44,0.194,2.0,4,6.0,1,1.0
1975,2011-03-28,2,0,3,0,1,1,1,0.22,0.2273,0.44,0.1642,0.0,5,5.0,1,2.0
1976,2011-03-28,2,0,3,0,1,1,1,0.22,0.2273,0.44,0.1642,0.0,2,2.0,1,3.0
1977,2011-03-28,2,0,3,0,1,1,1,0.18,0.1818,0.43,0.194,0.0,8,8.0,1,5.0
1978,2011-03-28,2,0,3,0,1,1,1,0.18,0.1667,0.34,0.2836,0.0,40,40.0,1,6.0
1979,2011-03-28,2,0,3,0,1,1,1,0.2,0.1818,0.32,0.3284,6.0,104,110.0,1,7.0
1980,2011-03-28,2,0,3,0,1,1,1,0.2,0.197,0.34,0.2239,15.0,239,254.0,1,8.0
1981,2011-03-28,2,0,3,0,1,1,2,0.22,0.2121,0.32,0.2239,12.0,109,121.0,1,9.0
1982,2011-03-28,2,0,3,0,1,1,1,0.24,0.2273,0.3,0.194,22.0,47,69.0,1,10.0
1983,2011-03-28,2,0,3,0,1,1,2,0.26,0.2424,0.3,0.2836,18.0,39,57.0,1,11.0
1984,2011-03-28,2,0,3,0,1,1,2,0.26,0.2727,0.25,0.0,8.0,71,79.0,1,12.0
1985,2011-03-28,2,0,3,0,1,1,2,0.3,0.2879,0.24,0.2239,14.0,69,83.0,1,13.0
1986,2011-03-28,2,0,3,0,1,1,1,0.32,0.303,0.22,0.2239,15.0,65,80.0,1,14.0
1987,2011-03-28,2,0,3,0,1,1,1,0.32,0.303,0.24,0.2836,19.0,53,72.0,1,15.0
1988,2011-03-28,2,0,3,0,1,1,1,0.34,0.3182,0.23,0.2239,15.0,117,132.0,1,16.0
1989,2011-03-28,2,0,3,0,1,1,1,0.34,0.303,0.23,0.2985,25.0,227,252.0,1,17.0
1990,2011-03-28,2,0,3,0,1,1,1,0.32,0.303,0.21,0.2836,21.0,220,241.0,1,18.0
1991,2011-03-28,2,0,3,0,1,1,1,0.3,0.303,0.22,0.1343,17.0,156,173.0,1,19.0
1992,2011-03-28,2,0,3,0,1,1,1,0.32,0.3333,0.22,0.1045,5.0,107,112.0,1,20.0
1993,2011-03-28,2,0,3,0,1,1,1,0.32,0.3333,0.21,0.1343,6.0,55,61.0,1,21.0
1994,2011-03-28,2,0,3,0,1,1,1,0.3,0.2879,0.22,0.2239,0.0,40,40.0,1,22.0
1995,2011-03-28,2,0,3,0,1,1,1,0.28,0.2576,0.24,0.2985,1.0,18,19.0,1,23.0
1996,2011-03-29,2,0,3,0,2,1,1,0.26,0.2273,0.28,0.3284,1.0,15,16.0,1,0.0
1997,2011-03-29,2,0,3,0,2,1,1,0.24,0.2121,0.32,0.2985,0.0,4,4.0,1,1.0
1998,2011-03-29,2,0,3,0,2,1,1,0.24,0.2121,0.32,0.2985,0.0,3,3.0,1,2.0
1999,2011-03-29,2,0,3,0,2,1,1,0.24,0.2121,0.32,0.2985,2.0,1,3.0,1,3.0
2000,2011-03-29,2,0,3,0,2,1,1,0.2,0.2121,0.44,0.1642,1.0,1,2.0,1,4.0
2001,2011-03-29,2,0,3,0,2,1,1,0.22,0.2121,0.37,0.2537,0.0,8,8.0,1,5.0
2002,2011-03-29,2,0,3,0,2,1,1,0.22,0.2121,0.41,0.2985,4.0,46,50.0,1,6.0
2003,2011-03-29,2,0,3,0,2,1,1,0.22,0.197,0.41,0.3582,5.0,128,133.0,1,7.0
2004,2011-03-29,2,0,3,0,2,1,1,0.24,0.2121,0.35,0.3582,19.0,268,287.0,1,8.0
2005,2011-03-29,2,0,3,0,2,1,1,0.28,0.2576,0.28,0.3881,16.0,156,172.0,1,9.0
2006,2011-03-29,2,0,3,0,2,1,1,0.3,0.2727,0.24,0.2985,13.0,46,59.0,1,10.0
2007,2011-03-29,2,0,3,0,2,1,2,0.34,0.303,0.25,0.3881,18.0,63,81.0,1,11.0
2008,2011-03-29,2,0,3,0,2,1,1,0.34,0.3333,0.25,0.1642,29.0,77,106.0,1,12.0
2009,2011-03-29,2,0,3,0,2,1,1,0.34,0.303,0.25,0.2985,24.0,80,104.0,1,13.0
2010,2011-03-29,2,0,3,0,2,1,1,0.36,0.3333,0.25,0.2537,20.0,66,86.0,1,14.0
2011,2011-03-29,2,0,3,0,2,1,1,0.38,0.3939,0.25,0.2239,22.0,65,87.0,1,15.0
2012,2011-03-29,2,0,3,0,2,1,1,0.38,0.3939,0.22,0.1642,12.0,124,136.0,1,16.0
2013,2011-03-29,2,0,3,0,2,1,1,0.4,0.4091,0.2,0.1343,34.0,265,299.0,1,17.0
2014,2011-03-29,2,0,3,0,2,1,1,0.36,0.3636,0.21,0.0896,42.0,252,294.0,1,18.0
2015,2011-03-29,2,0,3,0,2,1,1,0.34,0.3333,0.23,0.194,20.0,170,190.0,1,19.0
2016,2011-03-29,2,0,3,0,2,1,1,0.36,0.3636,0.21,0.0896,13.0,119,132.0,1,20.0
2017,2011-03-29,2,0,3,0,2,1,1,0.34,0.3636,0.42,0.0,8.0,75,83.0,1,21.0
2018,2011-03-29,2,0,3,0,2,1,1,0.34,0.3636,0.49,0.0,6.0,49,55.0,1,22.0
2019,2011-03-29,2,0,3,0,2,1,2,0.32,0.3333,0.57,0.1045,8.0,27,35.0,1,23.0
2020,2011-03-30,2,0,3,0,3,1,2,0.32,0.3485,0.57,0.0,3.0,8,11.0,1,0.0
2021,2011-03-30,2,0,3,0,3,1,1,0.32,0.3485,0.39,0.0,1.0,9,10.0,1,1.0
2022,2011-03-30,2,0,3,0,3,1,2,0.32,0.3485,0.57,0.0,0.0,4,4.0,1,2.0
2023,2011-03-30,2,0,3,0,3,1,2,0.32,0.3485,0.49,0.0,0.0,4,4.0,1,3.0
2024,2011-03-30,2,0,3,0,3,1,2,0.32,0.3485,0.57,0.0,1.0,0,1.0,1,4.0
2025,2011-03-30,2,0,3,0,3,1,2,0.3,0.2879,0.56,0.194,0.0,7,7.0,1,5.0
2026,2011-03-30,2,0,3,0,3,1,2,0.3,0.303,0.49,0.1343,4.0,44,48.0,1,6.0
2027,2011-03-30,2,0,3,0,3,1,2,0.32,0.3333,0.45,0.1045,8.0,128,136.0,1,7.0
2028,2011-03-30,2,0,3,0,3,1,2,0.32,0.3182,0.49,0.1642,16.0,247,263.0,1,8.0
2029,2011-03-30,2,0,3,0,3,1,2,0.32,0.303,0.45,0.2239,7.0,147,154.0,1,9.0
2030,2011-03-30,2,0,3,0,3,1,2,0.34,0.3182,0.46,0.2239,13.0,51,64.0,1,10.0
2031,2011-03-30,2,0,3,0,3,1,2,0.34,0.3182,0.46,0.2537,26.0,64,90.0,1,11.0
2032,2011-03-30,2,0,3,0,3,1,2,0.34,0.3333,0.46,0.1642,15.0,65,80.0,1,12.0
2033,2011-03-30,2,0,3,0,3,1,2,0.36,0.3485,0.46,0.2239,14.0,84,98.0,1,13.0
2034,2011-03-30,2,0,3,0,3,1,2,0.36,0.3333,0.46,0.2985,16.0,64,80.0,1,14.0
2035,2011-03-30,2,0,3,0,3,1,3,0.28,0.2576,0.81,0.2985,14.0,56,70.0,1,15.0
2036,2011-03-30,2,0,3,0,3,1,3,0.28,0.2727,0.87,0.2537,0.0,36,36.0,1,16.0
2037,2011-03-30,2,0,3,0,3,1,3,0.26,0.2727,0.93,0.1045,11.0,105,116.0,1,17.0
2038,2011-03-30,2,0,3,0,3,1,2,0.26,0.2576,0.93,0.2239,6.0,79,85.0,1,18.0
2039,2011-03-30,2,0,3,0,3,1,2,0.26,0.2576,0.93,0.2239,5.0,67,72.0,1,19.0
2040,2011-03-30,2,0,3,0,3,1,3,0.24,0.2121,0.93,0.2985,4.0,40,44.0,1,20.0
2041,2011-03-30,2,0,3,0,3,1,2,0.24,0.2273,0.93,0.2537,0.0,27,27.0,1,21.0
2042,2011-03-30,2,0,3,0,3,1,3,0.24,0.2273,0.93,0.2239,3.0,21,24.0,1,22.0
2043,2011-03-30,2,0,3,0,3,1,3,0.24,0.2121,0.93,0.2836,1.0,11,12.0,1,23.0
2044,2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.2239,0.0,3,3.0,1,0.0
2045,2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.194,1.0,4,5.0,1,1.0
2046,2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.194,0.0,5,5.0,1,2.0
2047,2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.2239,0.0,1,1.0,1,3.0
2048,2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.2537,0.0,2,2.0,1,4.0
2049,2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.2239,0.0,8,8.0,1,5.0
2050,2011-03-31,2,0,3,0,4,1,3,0.24,0.2121,0.93,0.2985,2.0,34,36.0,1,6.0
2051,2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.2537,5.0,87,92.0,1,7.0
2052,2011-03-31,2,0,3,0,4,1,2,0.24,0.2273,1.0,0.2537,7.0,185,192.0,1,8.0
2053,2011-03-31,2,0,3,0,4,1,3,0.26,0.2424,0.93,0.2537,6.0,126,132.0,1,9.0
2054,2011-03-31,2,0,3,0,4,1,3,0.26,0.2424,0.93,0.2537,15.0,54,69.0,1,10.0
2055,2011-03-31,2,0,3,0,4,1,3,0.28,0.2727,0.93,0.194,6.0,52,58.0,1,11.0
